Rank,team_num,Team,Team_Name,year,HomeGames,Home_TOT,Home_AVG,Home_AVG_z,Home_AVG_sd1,Home_AVG_sd2,Home_AVG_sd3,Home_AVG_sdComb,Home_AVG_sdInt,Home_AVG_zcolor,Home_PCT,RoadGames,Road_TOT,Road_AVG,Road_AVG_z,Road_AVG_sd1,Road_AVG_sd2,Road_AVG_sd3,Road_AVG_sdComb,Road_AVG_sdInt,Road_AVG_zcolor,ROAD_PCT,TOT_Games,TOT_TOT,TOT_AVG,TOT_AVG_z,TOT_AVG_sd1,TOT_AVG_sd2,TOT_AVG_sd3,TOT_AVG_sdComb,TOT_AVG_sdInt,TOT_AVG_zcolor,TOT_PCT,Lat,Lon,hover,band
13,23,Philadelphia,Eagles,2011,8,553152,69144,0.169064346,+1,,,+1,1,#fee090,102.3,8,576019,72002,1.34016639,,+2,,+2,2,#fdae61,95,16,1129171,70573,0.604432682,+1,,,+1,1,#fee090,98.5,39.952335,-75.163789,Total Attendance in 2011 for Philadelphia was 1129171,FALSE
13,23,Philadelphia,Eagles,2012,8,553152,69144,0.169064346,+1,,,+1,1,#fee090,102.3,8,573741,71717,1.248281505,,+2,,+2,2,#fdae61,96.5,16,1126893,70430,0.572920435,+1,,,+1,1,#fee090,99.3,39.952335,-75.163789,Total Attendance in 2012 for Philadelphia was 1126893,FALSE
15,23,Philadelphia,Eagles,2013,8,553152,69144,0.169064346,+1,,,+1,1,#fee090,102.3,8,588003,73500,1.823126244,,+2,,+2,2,#fdae61,98.6,16,1141155,71322,0.769486341,+1,,,+1,1,#fee090,100.4,39.952335,-75.163789,Total Attendance in 2013 for Philadelphia was 1141155,FALSE
15,23,Philadelphia,Eagles,2014,8,556768,69596,0.225489532,+1,,,+1,1,#fee090,103,8,596935,74616,2.18292811,,,+3,+3,3,#f46d43,100.6,16,1153703,72106,0.942252788,+1,,,+1,1,#fee090,101.8,39.952335,-75.163789,Total Attendance in 2014 for Philadelphia was 1153703,FALSE
15,23,Philadelphia,Eagles,2015,8,555868,69483,0.211383236,+1,,,+1,1,#fee090,102.8,8,598761,74845,2.256758422,,,+3,+3,3,#f46d43,97.4,16,1154629,72164,0.955033979,+1,,,+1,1,#fee090,99.9,39.952335,-75.163789,Total Attendance in 2015 for Philadelphia was 1154629,FALSE
25,24,Pittsburgh,Steelers,2009,8,507882,63485,-0.537373995,-1,,,-1,-1,#e0f3f8,97.7,8,543504,67938,0.029920167,+1,,,+1,1,#fee090,96.4,16,1051386,65711,-0.466983725,-1,,,-1,-1,#e0f3f8,97,40.4416941,-79.9900861,Total Attendance in 2009 for Pittsburgh was 1051386,TRUE
23,24,Pittsburgh,Steelers,2010,8,504669,63083,-0.587557457,-1,,,-1,-1,#e0f3f8,97.1,8,545046,68130,0.091821563,+1,,,+1,1,#fee090,96.3,16,1049715,65607,-0.489901723,-1,,,-1,-1,#e0f3f8,96.7,40.4416941,-79.9900861,Total Attendance in 2010 for Pittsburgh was 1049715,TRUE
22,24,Pittsburgh,Steelers,2011,8,504279,63034,-0.593674347,-1,,,-1,-1,#e0f3f8,97,8,545236,68154,0.099559238,+1,,,+1,1,#fee090,98.4,16,1049515,65594,-0.492766473,-1,,,-1,-1,#e0f3f8,97.7,40.4416941,-79.9900861,Total Attendance in 2011 for Pittsburgh was 1049515,TRUE
25,24,Pittsburgh,Steelers,2012,8,489135,61141,-0.829986023,-1,,,-1,-1,#e0f3f8,94.1,8,589439,73679,1.8808364,,+2,,+2,2,#fdae61,101.5,16,1078574,67410,-0.092582969,-1,,,-1,-1,#e0f3f8,98,40.4416941,-79.9900861,Total Attendance in 2012 for Pittsburgh was 1078574,TRUE
30,24,Pittsburgh,Steelers,2013,8,458489,57311,-1.308102094,,-2,,-2,-2,#abd9e9,88.2,7,483765,69109,0.407454204,+1,,,+1,1,#fee090,97.4,15,942254,62816,-1.104941459,,-2,,-2,-2,#abd9e9,92.7,40.4416941,-79.9900861,Total Attendance in 2013 for Pittsburgh was 942254,TRUE
25,24,Pittsburgh,Steelers,2014,8,497811,62226,-0.694540609,-1,,,-1,-1,#e0f3f8,95.7,8,562731,70341,0.804654831,+1,,,+1,1,#fee090,98.1,16,1060542,66283,-0.340934736,-1,,,-1,-1,#e0f3f8,97,40.4416941,-79.9900861,Total Attendance in 2014 for Pittsburgh was 1060542,TRUE
22,24,Pittsburgh,Steelers,2015,8,514854,64356,-0.42864316,-1,,,-1,-1,#e0f3f8,98.3,8,535858,66982,-0.278297203,-1,,,-1,-1,#e0f3f8,96,16,1050712,65669,-0.476239071,-1,,,-1,-1,#e0f3f8,97.1,40.4416941,-79.9900861,Total Attendance in 2015 for Pittsburgh was 1050712,TRUE
18,25,San Diego,Chargers,2009,8,540345,67543,-0.030795662,-1,,,-1,-1,#e0f3f8,94.7,8,576476,72059,1.358543368,,+2,,+2,2,#fdae61,98.8,16,1116821,69801,0.43431062,+1,,,+1,1,#fee090,96.8,32.7174209,-117.1627714,Total Attendance in 2009 for San Diego was 1116821,FALSE
21,25,San Diego,Chargers,2010,8,524241,65530,-0.282087477,-1,,,-1,-1,#e0f3f8,91.9,8,504474,63059,-1.543084589,,-2,,-2,-2,#abd9e9,92.1,16,1028715,64294,-0.779241449,-1,,,-1,-1,#e0f3f8,92,32.7174209,-117.1627714,Total Attendance in 2010 for San Diego was 1028715,FALSE
19,25,San Diego,Chargers,2011,8,523143,65392,-0.299314635,-1,,,-1,-1,#e0f3f8,91.7,8,541749,67718,-0.041008517,-1,,,-1,-1,#e0f3f8,96.7,16,1064892,66555,-0.280995357,-1,,,-1,-1,#e0f3f8,94.2,32.7174209,-117.1627714,Total Attendance in 2011 for San Diego was 1064892,FALSE
28,25,San Diego,Chargers,2012,8,479716,59964,-0.97691621,-1,,,-1,-1,#e0f3f8,84.1,8,542350,67793,-0.016828284,-1,,,-1,-1,#e0f3f8,94.3,16,1022066,63879,-0.870693075,-1,,,-1,-1,#e0f3f8,89.2,32.7174209,-117.1627714,Total Attendance in 2012 for San Diego was 1022066,FALSE
22,25,San Diego,Chargers,2013,8,513641,64205,-0.447493167,-1,,,-1,-1,#e0f3f8,90.1,8,538798,67349,-0.159975263,-1,,,-1,-1,#e0f3f8,91.8,16,1052439,65777,-0.452439611,-1,,,-1,-1,#e0f3f8,91,32.7174209,-117.1627714,Total Attendance in 2013 for San Diego was 1052439,FALSE
21,25,San Diego,Chargers,2014,8,523457,65432,-0.294321256,-1,,,-1,-1,#e0f3f8,91.8,8,546072,68259,0.133411564,+1,,,+1,1,#fee090,96.2,16,1069529,66845,-0.217089401,-1,,,-1,-1,#e0f3f8,94,32.7174209,-117.1627714,Total Attendance in 2014 for San Diego was 1069529,FALSE
19,25,San Diego,Chargers,2015,8,534180,66772,-0.127043048,-1,,,-1,-1,#e0f3f8,94.6,8,522277,65284,-0.825737677,-1,,,-1,-1,#e0f3f8,95.8,16,1056457,66028,-0.397127905,-1,,,-1,-1,#e0f3f8,95.2,32.7174209,-117.1627714,Total Attendance in 2015 for San Diego was 1056457,FALSE
12,26,San Francisco,49ers,2009,8,557856,69732,0.242467022,+1,,,+1,1,#fee090,99.3,8,517743,64717,-1.008540239,,-2,,-2,-2,#abd9e9,96.9,16,1075599,67224,-0.133570927,-1,,,-1,-1,#e0f3f8,98.1,37.7792768,-122.4192704,Total Attendance in 2009 for San Francisco was 1075599,TRUE
11,26,San Francisco,49ers,2010,7,488124,69732,0.242467022,+1,,,+1,1,#fee090,99.3,8,528370,66046,-0.58006651,-1,,,-1,-1,#e0f3f8,94.1,15,1016494,67766,-0.014132899,-1,,,-1,-1,#e0f3f8,96.5,37.7792768,-122.4192704,Total Attendance in 2010 for San Francisco was 1016494,TRUE
12,26,San Francisco,49ers,2011,8,557856,69732,0.242467022,+1,,,+1,1,#fee090,99.3,8,507440,63430,-1.423473036,,-2,,-2,-2,#abd9e9,91.3,16,1065296,66581,-0.275265857,-1,,,-1,-1,#e0f3f8,95.3,37.7792768,-122.4192704,Total Attendance in 2011 for San Francisco was 1065296,TRUE
12,26,San Francisco,49ers,2012,8,557856,69732,0.242467022,+1,,,+1,1,#fee090,99.3,8,537052,67131,-0.23025914,-1,,,-1,-1,#e0f3f8,96.4,16,1094908,68431,0.132410069,+1,,,+1,1,#fee090,97.9,37.7792768,-122.4192704,Total Attendance in 2012 for San Francisco was 1094908,TRUE
14,26,San Francisco,49ers,2013,8,557856,69732,0.242467022,+1,,,+1,1,#fee090,99.3,7,474631,67804,-0.01328185,-1,,,-1,-1,#e0f3f8,95.8,15,1032487,68832,0.220776581,+1,,,+1,1,#fee090,97.7,37.7792768,-122.4192704,Total Attendance in 2013 for San Francisco was 1032487,TRUE
12,26,San Francisco,49ers,2014,8,566192,70774,0.372544553,+1,,,+1,1,#fee090,103.3,8,563951,70493,0.853660103,+1,,,+1,1,#fee090,98.9,16,1130143,70633,0.617654604,+1,,,+1,1,#fee090,101.1,37.7792768,-122.4192704,Total Attendance in 2014 for San Francisco was 1130143,TRUE
12,26,San Francisco,49ers,2015,8,566392,70799,0.375665415,+1,,,+1,1,#fee090,103.4,8,516167,64520,-1.07205365,,-2,,-2,-2,#abd9e9,94.6,16,1082559,67659,-0.037711993,-1,,,-1,-1,#e0f3f8,99,37.7792768,-122.4192704,Total Attendance in 2015 for San Francisco was 1082559,TRUE
21,27,Seattle,Seahawks,2009,8,539141,67392,-0.049645669,-1,,,-1,-1,#e0f3f8,100.6,8,531146,66393,-0.468192632,-1,,,-1,-1,#e0f3f8,96.6,16,1070287,66892,-0.206732229,-1,,,-1,-1,#e0f3f8,98.6,47.6038321,-122.3300624,Total Attendance in 2009 for Seattle was 1070287,FALSE
18,27,Seattle,Seahawks,2010,8,535942,66992,-0.099579462,-1,,,-1,-1,#e0f3f8,100,8,473541,59192,-2.789817401,,,-3,-3,-3,#74add1,88,16,1009483,63092,-1.044120618,,-2,,-2,-2,#abd9e9,94,47.6038321,-122.3300624,Total Attendance in 2010 for Seattle was 1009483,FALSE
17,27,Seattle,Seahawks,2011,8,531311,66413,-0.171858628,-1,,,-1,-1,#e0f3f8,99.1,8,539645,67455,-0.125800534,-1,,,-1,-1,#e0f3f8,96.2,16,1070956,66934,-0.197476883,-1,,,-1,-1,#e0f3f8,97.6,47.6038321,-122.3300624,Total Attendance in 2011 for Seattle was 1070956,FALSE
17,27,Seattle,Seahawks,2012,8,543570,67946,0.019512635,+1,,,+1,1,#fee090,101.4,7,432689,61812,-1.945121262,,-2,,-2,-2,#abd9e9,91.3,15,976259,65083,-0.605373175,-1,,,-1,-1,#e0f3f8,96.7,47.6038321,-122.3300624,Total Attendance in 2012 for Seattle was 976259,FALSE
18,27,Seattle,Seahawks,2013,8,545577,68197,0.05084609,+1,,,+1,1,#fee090,101.8,8,548556,68569,0.233356527,+1,,,+1,1,#fee090,97.9,16,1094133,68383,0.121832532,+1,,,+1,1,#fee090,99.8,47.6038321,-122.3300624,Total Attendance in 2013 for Seattle was 1094133,FALSE
18,27,Seattle,Seahawks,2014,8,547298,68412,0.077685504,+1,,,+1,1,#fee090,102.1,8,559999,69999,0.694392969,+1,,,+1,1,#fee090,96.8,16,1107297,69206,0.303193228,+1,,,+1,1,#fee090,99.4,47.6038321,-122.3300624,Total Attendance in 2014 for Seattle was 1107297,FALSE
16,27,Seattle,Seahawks,2015,8,552162,69020,0.15358487,+1,,,+1,1,#fee090,103,8,545769,68221,0.121160246,+1,,,+1,1,#fee090,97.2,16,1097931,68620,0.174059123,+1,,,+1,1,#fee090,100,47.6038321,-122.3300624,Total Attendance in 2015 for Seattle was 1097931,FALSE
29,28,St. Louis,Rams (premove),2009,8,441901,55237,-1.567008812,,-2,,-2,-2,#abd9e9,84.6,8,501726,62715,-1.653991257,,-2,,-2,-2,#abd9e9,90.5,16,943627,58976,-1.951144463,,-2,,-2,-2,#abd9e9,87.6,38.6272733,-90.1978889,Total Attendance in 2009 for St. Louis was 943627,TRUE
30,28,St. Louis,Rams (premove),2010,8,423383,52922,-1.856000641,,-2,,-2,-2,#abd9e9,81,8,487812,60976,-2.214650259,,,-3,-3,-3,#74add1,89.9,16,911195,56949,-2.397825059,,,-3,-3,-3,#74add1,85.5,38.6272733,-90.1978889,Total Attendance in 2010 for St. Louis was 911195,TRUE
31,28,St. Louis,Rams (premove),2011,8,451153,56394,-1.422575315,,-2,,-2,-2,#abd9e9,86.3,8,550898,68862,0.327820637,+1,,,+1,1,#fee090,95.9,16,1002051,62628,-1.146370148,,-2,,-2,-2,#abd9e9,91.4,38.6272733,-90.1978889,Total Attendance in 2011 for St. Louis was 1002051,TRUE
30,28,St. Louis,Rams (premove),2012,7,396925,56703,-1.38400146,,-2,,-2,-2,#abd9e9,86.8,8,494896,61862,-1.929001107,,-2,,-2,-2,#abd9e9,91.6,15,891821,59454,-1.845809818,,-2,,-2,-2,#abd9e9,89.4,38.6272733,-90.1978889,Total Attendance in 2012 for St. Louis was 891821,TRUE
31,28,St. Louis,Rams (premove),2013,8,455657,56957,-1.352293501,,-2,,-2,-2,#abd9e9,87.2,8,559337,69917,0.667955914,+1,,,+1,1,#fee090,99.9,16,1014994,63437,-0.968094567,-1,,,-1,-1,#e0f3f8,93.8,38.6272733,-90.1978889,Total Attendance in 2013 for St. Louis was 1014994,TRUE
30,28,St. Louis,Rams (premove),2014,8,456146,57018,-1.344678598,,-2,,-2,-2,#abd9e9,87.3,8,543266,67908,0.020248073,+1,,,+1,1,#fee090,95,16,999412,62463,-1.182730433,,-2,,-2,-2,#abd9e9,91.3,38.6272733,-90.1978889,Total Attendance in 2014 for St. Louis was 999412,TRUE
32,28,St. Louis,Rams (premove),2015,8,419220,52402,-1.920914572,,-2,,-2,-2,#abd9e9,80.2,8,538450,67306,-0.173838596,-1,,,-1,-1,#e0f3f8,97.9,16,957670,59854,-1.757663672,,-2,,-2,-2,#abd9e9,89.3,38.6272733,-90.1978889,Total Attendance in 2015 for St. Louis was 957670,TRUE
27,29,Tampa Bay,Buccaneers,2009,7,440940,62991,-0.599042229,-1,,,-1,-1,#e0f3f8,96,8,568475,71059,1.036140261,,+2,,+2,2,#fdae61,95.9,15,1009415,67294,-0.118145352,-1,,,-1,-1,#e0f3f8,95.9,27.9477595,-82.458444,Total Attendance in 2009 for Tampa Bay was 1009415,FALSE
31,29,Tampa Bay,Buccaneers,2010,8,394513,49314,-2.306403456,,,-3,-3,-3,#74add1,75.1,8,542501,67812,-0.010702625,-1,,,-1,-1,#e0f3f8,93.6,16,937014,58563,-2.042155359,,,-3,-3,-3,#74add1,84.8,27.9477595,-82.458444,Total Attendance in 2010 for Tampa Bay was 937014,FALSE
30,29,Tampa Bay,Buccaneers,2011,7,396300,56614,-1.395111729,,-2,,-2,-2,#abd9e9,86.2,8,545969,68246,0.129220323,+1,,,+1,1,#fee090,97.2,15,942269,62817,-1.104721094,,-2,,-2,-2,#abd9e9,92.3,27.9477595,-82.458444,Total Attendance in 2011 for Tampa Bay was 942269,FALSE
31,29,Tampa Bay,Buccaneers,2012,8,440819,55102,-1.583861468,,-2,,-2,-2,#abd9e9,83.9,8,563638,70454,0.841086382,+1,,,+1,1,#fee090,96.6,16,1004457,62778,-1.113315343,,-2,,-2,-2,#abd9e9,90.6,27.9477595,-82.458444,Total Attendance in 2012 for Tampa Bay was 1004457,FALSE
29,29,Tampa Bay,Buccaneers,2013,8,470548,58818,-1.119976528,,-2,,-2,-2,#abd9e9,89.6,8,545574,68196,0.113100168,+1,,,+1,1,#fee090,96.4,16,1016122,63507,-0.952668991,-1,,,-1,-1,#e0f3f8,93.1,27.9477595,-82.458444,Total Attendance in 2013 for Tampa Bay was 1016122,FALSE
29,29,Tampa Bay,Buccaneers,2014,8,477273,59659,-1.014990728,,-2,,-2,-2,#abd9e9,90.9,8,546545,68318,0.152433347,+1,,,+1,1,#fee090,95.2,16,1023818,63988,-0.84667325,-1,,,-1,-1,#e0f3f8,93.2,27.9477595,-82.458444,Total Attendance in 2014 for Tampa Bay was 1023818,FALSE
26,29,Tampa Bay,Buccaneers,2015,8,492480,61560,-0.777680375,-1,,,-1,-1,#e0f3f8,93.5,8,548916,68614,0.247864667,+1,,,+1,1,#fee090,95.4,16,1041396,65087,-0.604491714,-1,,,-1,-1,#e0f3f8,94.5,27.9477595,-82.458444,Total Attendance in 2015 for Tampa Bay was 1041396,FALSE
14,30,Tennessee,Titans,2009,8,553144,69143,0.168939511,+1,,,+1,1,#fee090,100,8,532951,66618,-0.395651934,-1,,,-1,-1,#e0f3f8,96.5,16,1086095,67880,0.010988753,+1,,,+1,1,#fee090,98.2,36.187025,-86.78086153,Total Attendance in 2009 for Tennessee was 1086095,TRUE
13,30,Tennessee,Titans,2010,8,553144,69143,0.168939511,+1,,,+1,1,#fee090,100,8,562121,70265,0.780152195,+1,,,+1,1,#fee090,95.8,16,1115265,69704,0.41293518,+1,,,+1,1,#fee090,97.8,36.187025,-86.78086153,Total Attendance in 2010 for Tennessee was 1115265,TRUE
14,30,Tennessee,Titans,2011,8,553144,69143,0.168939511,+1,,,+1,1,#fee090,100,8,524553,65569,-0.733852792,-1,,,-1,-1,#e0f3f8,94.1,16,1077697,67356,-0.104482699,-1,,,-1,-1,#e0f3f8,97,36.187025,-86.78086153,Total Attendance in 2011 for Tennessee was 1077697,TRUE
14,30,Tennessee,Titans,2012,8,553144,69143,0.168939511,+1,,,+1,1,#fee090,100,8,517557,64694,-1.01595551,,-2,,-2,-2,#abd9e9,92.8,16,1070701,66918,-0.201002729,-1,,,-1,-1,#e0f3f8,96.4,36.187025,-86.78086153,Total Attendance in 2012 for Tennessee was 1070701,TRUE
16,30,Tennessee,Titans,2013,8,553144,69143,0.168939511,+1,,,+1,1,#fee090,100,8,504663,63082,-1.535669317,,-2,,-2,-2,#abd9e9,93.9,16,1057807,66112,-0.378617214,-1,,,-1,-1,#e0f3f8,97,36.187025,-86.78086153,Total Attendance in 2013 for Tennessee was 1057807,TRUE
16,30,Tennessee,Titans,2014,8,553144,69143,0.168939511,+1,,,+1,1,#fee090,100,8,543722,67965,0.038625051,+1,,,+1,1,#fee090,94.8,16,1096866,68554,0.159515009,+1,,,+1,1,#fee090,97.3,36.187025,-86.78086153,Total Attendance in 2014 for Tennessee was 1096866,TRUE
24,30,Tennessee,Titans,2015,8,498435,62304,-0.684803519,-1,,,-1,-1,#e0f3f8,90.1,8,546924,68365,0.167586293,+1,,,+1,1,#fee090,96.9,16,1045359,65334,-0.550061468,-1,,,-1,-1,#e0f3f8,93.6,36.187025,-86.78086153,Total Attendance in 2015 for Tennessee was 1045359,TRUE
Total,NA,Total,,2009,7.94,535825.12,67497.78,-0.036440677,-1,,,-1,-1,#e0f3f8,95.39,7.94,535825.12,67508.72,-0.108481039,-1,,,-1,-1,#e0f3f8,95.46,15.88,1071650.25,67518.75,-0.068618236,-1,,,-1,-1,#e0f3f8,95.48,NA,NA,NA,FALSE
Total,NA,Total,,2010,7.94,531474.12,66953.19,-0.104424288,-1,,,-1,-1,#e0f3f8,94.54,7.94,531474.12,66947.62,-0.289381422,-1,,,-1,-1,#e0f3f8,94.59,15.88,1062948.25,66956.97,-0.192415091,-1,,,-1,-1,#e0f3f8,94.59,NA,NA,NA,FALSE
Total,NA,Total,,2011,7.94,535137.16,67357.88,-0.053905021,-1,,,-1,-1,#e0f3f8,95.19,7.94,535137.16,67433.38,-0.132770889,-1,,,-1,-1,#e0f3f8,95.21,15.88,1070274.31,67413.31,-0.09185356,-1,,,-1,-1,#e0f3f8,95.2,NA,NA,NA,FALSE
Total,NA,Total,,2012,7.94,536830.41,67578.62,-0.026349058,-1,,,-1,-1,#e0f3f8,95.48,7.94,536830.41,67624.12,-0.07127572,-1,,,-1,-1,#e0f3f8,95.47,15.88,1073660.81,67612.56,-0.047945761,-1,,,-1,-1,#e0f3f8,95.49,NA,NA,NA,FALSE
Total,NA,Total,,2013,7.91,540766.34,68338.59,0.068521405,+1,,,+1,1,#fee090,96.53,7.91,540766.34,68398.09,0.178254612,+1,,,+1,1,#fee090,96.52,15.81,1081532.69,68372.75,0.119573787,+1,,,+1,1,#fee090,96.53,NA,NA,NA,FALSE
Total,NA,Total,,2014,7.91,542377.25,68527.94,0.092158814,+1,,,+1,1,#fee090,97.58,7.91,542377.25,68605.25,0.245043639,+1,,,+1,1,#fee090,97.55,15.81,1084754.5,68601.91,0.170072714,+1,,,+1,1,#fee090,97.54,NA,NA,NA,FALSE
Total,NA,Total,,2015,7.94,541958.34,68273.84,0.060438372,+1,,,+1,1,#fee090,96.7,8,547197.25,68399.19,0.178609255,+1,,,+1,1,#fee090,96.8,15.94,1089155.59,68334.69,0.111186681,+1,,,+1,1,#fee090,96.73,NA,NA,NA,FALSE
2,31,Washington,Redskins,2009,8,678352,84794,2.122724008,,,+3,+3,3,#f46d43,92.5,8,527052,65881,-0.633263023,-1,,,-1,-1,#e0f3f8,92.2,16,1205404,75337,1.654253284,,+2,,+2,2,#fdae61,92.3,38.8949549,-77.0366456,Total Attendance in 2009 for Washington was 1205404,TRUE
2,31,Washington,Redskins,2010,8,665380,83172,1.920242476,,+2,,+2,2,#fdae61,90.7,8,528376,66047,-0.579744107,-1,,,-1,-1,#e0f3f8,94.7,16,1193756,74609,1.493827298,,+2,,+2,2,#fdae61,92.4,38.8949549,-77.0366456,Total Attendance in 2010 for Washington was 1193756,TRUE
4,31,Washington,Redskins,2011,8,615368,76921,1.139902122,,+2,,+2,2,#fdae61,83.9,7,491394,70199,0.75887359,+1,,,+1,1,#fee090,96.1,15,1106762,73784,1.312025871,,+2,,+2,2,#fdae61,88.9,38.8949549,-77.0366456,Total Attendance in 2011 for Washington was 1106762,TRUE
3,31,Washington,Redskins,2012,8,637236,79654,1.481074764,,+2,,+2,2,#fdae61,86.9,8,552466,69058,0.391011646,+1,,,+1,1,#fee090,96.5,16,1189702,74356,1.438074861,,+2,,+2,2,#fdae61,91.1,38.8949549,-77.0366456,Total Attendance in 2012 for Washington was 1189702,TRUE
4,31,Washington,Redskins,2013,8,617767,77220,1.177227632,,+2,,+2,2,#fdae61,84.2,8,582240,72780,1.590996007,,+2,,+2,2,#fdae61,100.8,16,1200007,75000,1.579990156,,+2,,+2,2,#fdae61,91.5,38.8949549,-77.0366456,Total Attendance in 2013 for Washington was 1200007,TRUE
5,31,Washington,Redskins,2014,8,623715,77964,1.270104488,,+2,,+2,2,#fdae61,85,8,555591,69448,0.516748857,+1,,,+1,1,#fee090,101.7,16,1179306,73706,1.294837373,,+2,,+2,2,#fdae61,92.2,38.8949549,-77.0366456,Total Attendance in 2014 for Washington was 1179306,TRUE
6,31,Washington,Redskins,2015,8,609672,76209,1.05101997,,+2,,+2,2,#fdae61,89.7,8,586415,73301,1.758968026,,+2,,+2,2,#fdae61,96.2,16,1196087,74755,1.526000642,,+2,,+2,2,#fdae61,92.8,38.8949549,-77.0366456,Total Attendance in 2015 for Washington was 1196087,TRUE
